entity_id,repo_name,component_path,service_tier,programming_language,domain,archetype,lines_of_code,cyclomatic_complexity,cognitive_complexity,code_smells_count,code_duplication_pct,security_hotspots_count,dependency_count,outdated_dependencies_pct,churn_lines_last_30d,commits_last_90d,distinct_authors_last_90d,ownership_entropy,avg_pr_review_time_hrs,pr_rework_rate,unit_test_coverage_pct,ci_build_failure_rate,defects_reported_last_90d,production_incidents_last_180d,mttr_incident_mins,sprint_velocity_drag_pct,monthly_maintenance_hours
TD-00406,auth-service,auth-service/internal/service/router_19.go,Tier_1,Go,Security/IAM,legacy_hotspot,1550,59,87,44,40.33,1,21,82.91,1469,62,4,0.942,74.0,0.386,22.48,0.355,6,5,115,38.1,32.8
TD-00407,search-indexer,search-indexer/src/main/scala/pipeline/validator_13.scala,Tier_2,Scala,Search/Discovery,legacy_hotspot,3081,88,111,34,32.0,2,21,30.72,1454,56,13,0.949,62.4,0.488,28.08,0.353,6,4,197,48.8,58.4
TD-00408,inventory-worker,inventory-worker/models/data/aggregator_11.py,Tier_2,Python,Supply Chain,average,790,20,22,13,5.02,0,16,16.59,268,16,4,0.335,30.1,0.119,58.31,0.05,0,1,78,20.8,15.5
TD-00409,order-management,order-management/src/main/java/com/platform/service/client_pool_4.java,Tier_1,Java,Core Business,legacy_hotspot,3077,77,123,37,36.43,1,22,44.25,1268,81,13,0.693,42.6,0.512,17.09,0.354,8,3,191,32.2,78.3
TD-00410,internal-admin-portal,internal-admin-portal/src/components/forms/parser_12.tsx,Tier_3,TypeScript,Backoffice,legacy_hotspot,2610,78,99,44,39.38,1,13,52.0,737,82,9,0.755,53.9,0.495,25.2,0.255,8,2,137,45.3,29.1
TD-00411,notification-dispatcher,notification-dispatcher/src/controllers/aggregator_4.js,Tier_2,Node.js,Communications,average,1028,16,21,15,14.3,1,16,32.84,270,16,3,0.407,28.7,0.213,47.31,0.043,3,0,32,9.1,18.4
TD-00412,order-management,order-management/src/main/java/com/platform/repository/aggregator_6.java,Tier_1,Java,Core Business,healthy_active,768,14,15,5,3.27,0,11,2.6,425,40,6,0.253,10.9,0.031,84.22,0.02,0,0,34,7.6,8.0
TD-00413,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/controller/exporter_3.java,Tier_3,Java,Reporting,legacy_hotspot,1560,54,67,39,21.1,1,35,70.2,1575,54,14,0.884,42.2,0.373,20.16,0.246,8,3,139,43.7,72.2
TD-00414,order-management,order-management/src/main/java/com/platform/util/legacy_sync_19.java,Tier_1,Java,Core Business,dormant_legacy,1514,52,59,39,13.97,0,20,53.11,51,2,0,0.279,39.0,0.08,15.64,0.133,0,0,99,7.1,5.8
TD-00415,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/util/query_builder_19.java,Tier_3,Java,Reporting,healthy_active,319,7,8,0,3.7,0,14,6.35,724,59,2,0.549,7.2,0.068,80.39,0.038,0,0,21,7.9,8.0
TD-00416,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/repository/state_machine_11.java,Tier_3,Java,Reporting,healthy_active,412,10,10,3,2.85,0,6,9.85,416,52,3,0.297,7.4,0.108,81.58,0.065,0,0,40,8.0,6.9
TD-00417,order-management,order-management/src/main/java/com/platform/util/validator_16.java,Tier_1,Java,Core Business,average,968,19,19,4,14.64,0,21,19.03,203,13,4,0.627,20.8,0.154,73.62,0.148,2,1,71,11.8,14.8
TD-00418,analytics-etl,analytics-etl/models/data/exporter_9.py,Tier_3,Python,Data/BI,healthy_active,766,13,12,4,3.14,0,12,14.8,239,28,5,0.262,16.4,0.047,80.49,0.018,0,0,34,1.0,6.9
TD-00419,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/service/session_handler_17.java,Tier_3,Java,Reporting,average,1792,19,19,12,9.99,0,17,21.51,149,15,5,0.586,28.6,0.173,60.8,0.052,3,0,66,20.0,16.1
TD-00420,auth-service,auth-service/pkg/storage/legacy_sync_15.go,Tier_1,Go,Security/IAM,healthy_active,541,16,18,4,0.49,0,6,1.54,425,20,3,0.476,11.9,0.028,80.93,0.037,0,0,29,6.3,3.9
TD-00421,payment-gateway,payment-gateway/pkg/handler/session_handler_10.go,Tier_1,Go,Fintech/Checkout,legacy_hotspot,1987,71,108,70,47.76,0,25,32.05,1429,70,16,0.819,90.1,0.637,32.8,0.207,6,3,115,46.8,33.7
TD-00422,auth-service,auth-service/pkg/handler/rule_engine_20.go,Tier_1,Go,Security/IAM,healthy_active,504,15,14,3,2.86,0,8,5.88,872,30,5,0.214,13.6,0.104,90.74,0.038,0,0,29,7.7,7.9
TD-00423,internal-admin-portal,internal-admin-portal/src/state/legacy_sync_19.tsx,Tier_3,TypeScript,Backoffice,average,862,12,15,6,5.28,0,15,31.75,315,10,3,0.61,32.3,0.109,63.73,0.049,1,0,69,13.6,14.1
TD-00424,internal-admin-portal,internal-admin-portal/src/pages/admin/legacy_sync_19.tsx,Tier_3,TypeScript,Backoffice,healthy_active,497,5,4,0,1.69,0,3,14.37,918,31,3,0.457,10.4,0.099,78.43,0.053,0,0,31,5.1,4.7
TD-00425,user-profile-api,user-profile-api/models/data/rule_engine_16.py,Tier_2,Python,User Management,healthy_active,164,6,5,5,2.87,0,8,11.89,659,52,5,0.361,11.9,0.084,95.5,0.015,0,0,36,2.0,4.3
TD-00426,internal-admin-portal,internal-admin-portal/src/components/forms/processor_15.tsx,Tier_3,TypeScript,Backoffice,healthy_active,622,8,8,0,0.26,0,4,3.02,550,31,7,0.298,5.9,0.105,89.1,0.023,0,0,38,5.3,3.8
TD-00427,auth-service,auth-service/pkg/storage/cache_adapter_3.go,Tier_1,Go,Security/IAM,average,649,15,20,6,9.12,0,9,29.33,439,18,4,0.613,17.7,0.128,67.59,0.091,2,1,61,15.3,9.2
TD-00428,internal-admin-portal,internal-admin-portal/src/components/forms/processor_8.tsx,Tier_3,TypeScript,Backoffice,healthy_active,688,11,10,0,0.57,0,13,3.45,423,49,3,0.584,13.4,0.038,86.53,0.055,0,0,47,0.1,1.9
TD-00429,analytics-etl,analytics-etl/utils/helpers/client_pool_17.py,Tier_3,Python,Data/BI,legacy_hotspot,1614,50,62,64,17.54,1,10,81.79,1721,51,9,0.899,65.6,0.395,16.41,0.366,6,2,185,44.2,47.7
TD-00430,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/controller/session_handler_12.java,Tier_3,Java,Reporting,healthy_active,768,9,10,0,1.17,0,3,0.8,1182,40,4,0.326,15.1,0.033,91.73,0.015,0,0,47,7.2,5.1
TD-00431,inventory-worker,inventory-worker/utils/helpers/router_11.py,Tier_2,Python,Supply Chain,healthy_active,375,5,5,1,2.21,0,4,0.07,756,86,7,0.278,10.8,0.098,86.74,0.033,0,0,17,4.9,7.8
TD-00432,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/service/exporter_11.java,Tier_3,Java,Reporting,dormant_legacy,1678,51,62,22,24.03,1,11,38.74,27,0,1,0.113,28.0,0.241,25.48,0.149,1,0,79,5.9,3.7
TD-00433,auth-service,auth-service/pkg/storage/validator_18.go,Tier_1,Go,Security/IAM,healthy_active,289,17,18,2,0.39,0,3,12.23,659,44,4,0.286,9.8,0.049,91.77,0.063,0,0,39,0.7,1.1
TD-00434,search-indexer,search-indexer/src/main/scala/index/dispatcher_20.scala,Tier_2,Scala,Search/Discovery,healthy_active,250,12,13,2,3.0,0,5,14.32,414,28,7,0.564,7.8,0.071,95.26,0.022,0,0,50,2.8,3.2
TD-00435,order-management,order-management/src/main/java/com/platform/repository/validator_19.java,Tier_1,Java,Core Business,dormant_legacy,928,45,57,12,26.81,0,22,52.73,44,0,1,0.045,14.6,0.086,39.1,0.128,0,0,119,17.3,10.6
TD-00436,order-management,order-management/src/main/java/com/platform/repository/dispatcher_13.java,Tier_1,Java,Core Business,healthy_active,486,4,4,3,1.97,0,8,11.6,644,75,5,0.331,5.1,0.07,80.67,0.067,0,0,32,6.1,7.7
TD-00437,order-management,order-management/src/main/java/com/platform/service/dispatcher_18.java,Tier_1,Java,Core Business,average,917,17,20,10,12.98,0,20,22.24,100,16,5,0.635,18.3,0.176,73.22,0.12,2,0,65,10.2,13.5
TD-00438,search-indexer,search-indexer/src/main/scala/pipeline/exporter_11.scala,Tier_2,Scala,Search/Discovery,healthy_active,347,6,5,2,0.22,0,7,10.28,239,50,2,0.24,5.6,0.077,92.06,0.036,1,0,33,5.4,6.8
TD-00439,order-management,order-management/src/main/java/com/platform/service/query_builder_14.java,Tier_1,Java,Core Business,healthy_active,757,4,3,4,2.81,0,6,14.32,288,28,3,0.252,11.2,0.035,89.09,0.021,0,0,29,6.6,1.3
TD-00440,internal-admin-portal,internal-admin-portal/src/hooks/processor_12.tsx,Tier_3,TypeScript,Backoffice,healthy_active,175,4,3,3,1.79,0,3,7.03,235,33,7,0.513,10.0,0.079,84.28,0.033,1,0,28,6.9,5.7
TD-00441,inventory-worker,inventory-worker/handlers/api/aggregator_11.py,Tier_2,Python,Supply Chain,healthy_active,380,17,19,5,1.92,0,4,0.97,550,34,2,0.433,8.5,0.072,90.59,0.017,0,0,21,7.3,3.1
TD-00442,analytics-etl,analytics-etl/handlers/api/aggregator_5.py,Tier_3,Python,Data/BI,healthy_active,639,14,13,1,1.88,0,9,3.37,240,38,4,0.596,6.2,0.072,92.27,0.04,0,0,34,4.8,1.4
TD-00443,order-management,order-management/src/main/java/com/platform/service/dispatcher_4.java,Tier_1,Java,Core Business,healthy_active,466,17,20,4,3.08,0,9,4.96,566,55,5,0.432,13.3,0.092,82.59,0.016,0,0,16,3.4,7.6
TD-00444,internal-admin-portal,internal-admin-portal/src/pages/admin/query_builder_11.tsx,Tier_3,TypeScript,Backoffice,healthy_active,350,10,9,3,0.67,0,5,1.72,985,84,4,0.511,7.5,0.088,94.24,0.037,1,0,36,1.0,7.8
TD-00445,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/controller/rule_engine_13.java,Tier_3,Java,Reporting,legacy_hotspot,2883,61,93,33,44.94,2,29,79.41,1208,111,16,0.887,87.9,0.505,17.18,0.239,3,3,206,34.7,51.2
TD-00446,order-management,order-management/src/main/java/com/platform/controller/manager_20.java,Tier_1,Java,Core Business,healthy_active,387,3,3,5,4.45,0,13,2.61,665,34,7,0.531,12.1,0.107,90.98,0.055,0,0,29,0.8,1.3
TD-00447,order-management,order-management/src/main/java/com/platform/util/processor_14.java,Tier_1,Java,Core Business,healthy_active,469,15,14,2,3.59,0,12,10.83,464,74,3,0.309,6.2,0.025,82.34,0.058,0,0,29,2.0,7.0
TD-00448,notification-dispatcher,notification-dispatcher/src/controllers/legacy_sync_20.js,Tier_2,Node.js,Communications,legacy_hotspot,2787,90,135,50,26.45,2,16,65.13,1022,136,4,0.703,60.9,0.337,24.5,0.276,8,1,203,33.8,45.6
TD-00449,inventory-worker,inventory-worker/utils/helpers/aggregator_18.py,Tier_2,Python,Supply Chain,healthy_active,357,8,8,5,2.8,0,11,10.83,812,45,4,0.493,5.5,0.095,78.82,0.024,1,0,32,3.8,1.3
TD-00450,user-profile-api,user-profile-api/models/data/exporter_16.py,Tier_2,Python,User Management,healthy_active,1097,15,14,0,3.89,0,3,7.88,315,48,4,0.494,5.7,0.042,83.89,0.025,0,0,53,7.7,7.5
TD-00451,user-profile-api,user-profile-api/models/data/query_builder_19.py,Tier_2,Python,User Management,healthy_active,1021,16,15,5,1.61,0,6,5.58,696,38,6,0.517,13.4,0.087,90.01,0.046,0,0,32,5.8,3.1
TD-00452,analytics-etl,analytics-etl/utils/helpers/exporter_10.py,Tier_3,Python,Data/BI,average,1471,18,20,5,13.88,0,8,14.46,172,10,3,0.624,30.3,0.147,65.4,0.148,0,0,24,15.6,17.2
TD-00453,search-indexer,search-indexer/src/main/scala/pipeline/client_pool_14.scala,Tier_2,Scala,Search/Discovery,legacy_hotspot,2143,82,138,58,36.26,1,34,50.84,2375,60,14,0.728,50.0,0.443,24.29,0.2,4,0,165,58.7,48.5
TD-00454,order-management,order-management/src/main/java/com/platform/controller/exporter_20.java,Tier_1,Java,Core Business,legacy_hotspot,1845,89,117,32,18.25,1,21,58.4,1191,68,17,0.932,66.9,0.432,9.09,0.246,6,2,162,55.7,54.0
TD-00455,order-management,order-management/src/main/java/com/platform/repository/processor_16.java,Tier_1,Java,Core Business,healthy_active,386,9,10,4,4.8,0,7,11.72,1181,32,4,0.485,16.3,0.057,79.36,0.077,0,0,50,4.4,2.4
TD-00456,notification-dispatcher,notification-dispatcher/src/queues/parser_4.js,Tier_2,Node.js,Communications,average,653,21,23,12,7.73,1,8,12.5,1126,6,4,0.55,23.7,0.14,57.77,0.145,1,0,77,10.1,18.7
TD-00457,internal-admin-portal,internal-admin-portal/src/pages/admin/dispatcher_3.tsx,Tier_3,TypeScript,Backoffice,average,969,15,18,15,7.51,0,14,31.24,545,16,4,0.515,13.3,0.151,71.13,0.066,2,0,87,16.8,17.2
TD-00458,order-management,order-management/src/main/java/com/platform/repository/legacy_sync_17.java,Tier_1,Java,Core Business,average,403,17,19,8,4.68,0,18,32.54,324,16,2,0.539,17.0,0.095,69.88,0.123,1,0,58,9.7,7.7
TD-00459,order-management,order-management/src/main/java/com/platform/util/validator_8.java,Tier_1,Java,Core Business,healthy_active,1095,7,6,5,0.68,0,9,6.39,841,72,7,0.547,5.8,0.083,90.96,0.021,0,0,34,7.4,2.2
TD-00460,analytics-etl,analytics-etl/models/data/parser_1.py,Tier_3,Python,Data/BI,healthy_active,735,6,5,1,2.72,0,8,1.12,503,52,5,0.596,10.8,0.077,89.09,0.065,1,0,33,1.9,7.1
TD-00461,search-indexer,search-indexer/src/main/scala/engine/router_17.scala,Tier_2,Scala,Search/Discovery,healthy_active,878,5,5,4,0.18,0,11,9.58,621,66,7,0.525,14.5,0.076,89.37,0.027,0,0,40,0.9,5.8
TD-00462,notification-dispatcher,notification-dispatcher/src/controllers/router_3.js,Tier_2,Node.js,Communications,healthy_active,314,5,5,3,3.63,0,3,8.21,308,40,5,0.458,6.5,0.076,95.66,0.046,1,0,37,8.0,5.1
TD-00463,notification-dispatcher,notification-dispatcher/src/controllers/processor_11.js,Tier_2,Node.js,Communications,legacy_hotspot,2250,113,148,35,25.02,2,24,30.26,1382,30,4,0.71,65.0,0.63,25.26,0.349,8,1,169,49.3,47.1
TD-00464,auth-service,auth-service/pkg/storage/exporter_5.go,Tier_1,Go,Security/IAM,dormant_legacy,1217,26,30,36,17.29,2,11,67.34,64,1,0,0.121,14.5,0.146,40.5,0.094,0,0,103,6.9,8.9
TD-00465,order-management,order-management/src/main/java/com/platform/service/dispatcher_16.java,Tier_1,Java,Core Business,healthy_active,310,10,11,4,3.34,0,12,8.61,459,59,6,0.523,7.3,0.066,86.51,0.034,1,0,24,4.3,4.6
TD-00466,order-management,order-management/src/main/java/com/platform/util/legacy_sync_20.java,Tier_1,Java,Core Business,average,557,23,23,9,6.9,0,15,23.26,400,10,5,0.565,16.9,0.156,69.13,0.104,1,0,43,15.9,15.2
TD-00467,payment-gateway,payment-gateway/pkg/handler/processor_9.go,Tier_1,Go,Fintech/Checkout,dormant_legacy,1837,72,84,68,21.75,1,17,45.21,23,1,1,0.336,35.5,0.123,17.54,0.094,1,1,107,11.6,5.5
TD-00468,user-profile-api,user-profile-api/handlers/api/client_pool_20.py,Tier_2,Python,User Management,healthy_active,649,6,5,2,0.74,0,6,10.13,463,34,3,0.284,6.8,0.114,91.71,0.059,0,0,40,2.0,3.2
TD-00469,internal-admin-portal,internal-admin-portal/src/state/validator_10.tsx,Tier_3,TypeScript,Backoffice,healthy_active,640,4,4,0,1.36,0,6,14.63,401,36,2,0.359,8.7,0.064,89.39,0.018,0,0,32,4.1,3.2
TD-00470,user-profile-api,user-profile-api/models/data/validator_2.py,Tier_2,Python,User Management,average,894,18,20,11,5.54,0,19,18.14,505,7,4,0.308,29.7,0.214,70.87,0.06,1,0,88,18.0,10.4
TD-00471,user-profile-api,user-profile-api/utils/helpers/query_builder_20.py,Tier_2,Python,User Management,average,972,24,27,7,6.82,0,19,27.99,258,6,3,0.631,31.8,0.169,46.87,0.118,2,0,62,16.0,15.1
TD-00472,analytics-etl,analytics-etl/services/core/validator_16.py,Tier_3,Python,Data/BI,dormant_legacy,1593,49,56,12,25.94,0,5,45.0,31,0,1,0.198,31.1,0.118,35.0,0.078,1,0,87,8.8,5.3
TD-00473,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/service/query_builder_17.java,Tier_3,Java,Reporting,healthy_active,205,10,11,0,1.96,0,7,3.72,432,39,4,0.422,8.1,0.04,84.55,0.057,0,0,23,6.3,5.1
TD-00474,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/controller/cache_adapter_5.java,Tier_3,Java,Reporting,healthy_active,815,15,16,5,0.01,0,9,12.79,510,42,2,0.56,17.6,0.083,91.75,0.016,0,0,33,5.9,4.0
TD-00475,inventory-worker,inventory-worker/utils/helpers/processor_20.py,Tier_2,Python,Supply Chain,dormant_legacy,1188,34,38,17,21.17,0,11,56.52,6,3,0,0.161,27.8,0.189,41.87,0.136,0,1,70,13.3,9.9
TD-00476,notification-dispatcher,notification-dispatcher/src/controllers/rule_engine_14.js,Tier_2,Node.js,Communications,healthy_active,702,7,8,2,1.56,0,14,10.96,920,28,5,0.51,7.7,0.053,79.94,0.075,0,0,15,7.7,3.3
TD-00477,order-management,order-management/src/main/java/com/platform/service/client_pool_12.java,Tier_1,Java,Core Business,average,409,22,25,11,14.66,0,19,21.39,126,16,5,0.301,18.1,0.149,63.56,0.048,2,0,62,8.9,16.3
TD-00478,auth-service,auth-service/internal/middleware/client_pool_17.go,Tier_1,Go,Security/IAM,dormant_legacy,1295,31,40,11,12.57,1,22,41.45,7,3,0,0.003,29.3,0.069,42.33,0.149,0,0,79,16.1,3.7
TD-00479,internal-admin-portal,internal-admin-portal/src/pages/admin/router_16.tsx,Tier_3,TypeScript,Backoffice,healthy_active,345,4,4,2,1.13,0,9,7.58,1147,55,7,0.519,8.7,0.079,86.91,0.076,1,0,55,0.4,4.8
TD-00480,payment-gateway,payment-gateway/pkg/client/session_handler_9.go,Tier_1,Go,Fintech/Checkout,dormant_legacy,1388,42,55,20,27.95,0,23,24.16,28,1,0,0.161,19.0,0.125,43.0,0.128,0,0,113,16.4,2.5
TD-00481,payment-gateway,payment-gateway/pkg/storage/exporter_3.go,Tier_1,Go,Fintech/Checkout,healthy_active,606,5,5,1,1.74,0,3,10.56,747,46,5,0.504,5.3,0.071,79.15,0.035,0,0,15,3.4,2.6
TD-00482,notification-dispatcher,notification-dispatcher/src/controllers/cache_adapter_4.js,Tier_2,Node.js,Communications,average,809,22,24,10,11.87,0,13,22.05,261,8,5,0.61,22.2,0.188,74.15,0.083,2,0,88,13.0,6.8
TD-00483,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/repository/manager_2.java,Tier_3,Java,Reporting,healthy_active,696,7,7,1,1.55,0,13,8.36,384,30,5,0.531,17.9,0.057,82.54,0.018,0,0,31,6.8,5.1
TD-00484,notification-dispatcher,notification-dispatcher/src/queues/session_handler_6.js,Tier_2,Node.js,Communications,healthy_active,618,14,16,5,2.8,0,8,2.15,1051,67,3,0.306,7.1,0.087,79.88,0.042,0,0,23,2.8,3.4
TD-00485,analytics-etl,analytics-etl/utils/helpers/query_builder_6.py,Tier_3,Python,Data/BI,healthy_active,432,10,11,4,3.62,0,12,3.03,804,31,7,0.284,11.3,0.074,82.58,0.015,1,0,43,8.0,7.3
TD-00486,order-management,order-management/src/main/java/com/platform/service/cache_adapter_15.java,Tier_1,Java,Core Business,legacy_hotspot,2935,160,243,43,22.26,1,33,84.03,1838,50,17,0.978,66.8,0.439,20.86,0.347,5,5,193,25.0,74.2
TD-00487,payment-gateway,payment-gateway/pkg/storage/aggregator_2.go,Tier_1,Go,Fintech/Checkout,dormant_legacy,1111,35,51,21,20.26,0,9,60.38,67,1,0,0.119,20.9,0.241,42.62,0.114,0,1,79,16.3,4.7
TD-00488,user-profile-api,user-profile-api/services/core/session_handler_10.py,Tier_2,Python,User Management,healthy_active,370,6,6,4,3.65,0,13,1.18,663,30,3,0.331,15.5,0.038,86.36,0.011,0,0,27,0.4,7.8
TD-00489,internal-admin-portal,internal-admin-portal/src/state/state_machine_18.tsx,Tier_3,TypeScript,Backoffice,healthy_active,999,9,9,0,4.07,0,12,3.85,381,29,5,0.516,13.8,0.12,78.25,0.035,0,0,26,5.7,1.6
TD-00490,analytics-etl,analytics-etl/models/data/processor_7.py,Tier_3,Python,Data/BI,healthy_active,347,4,3,3,1.0,0,14,8.72,372,72,7,0.321,10.0,0.073,82.91,0.074,0,0,33,3.4,6.9
TD-00491,inventory-worker,inventory-worker/models/data/state_machine_2.py,Tier_2,Python,Supply Chain,dormant_legacy,1173,45,66,43,9.42,0,18,29.37,35,1,0,0.151,15.2,0.071,41.4,0.049,0,1,130,17.7,5.8
TD-00492,notification-dispatcher,notification-dispatcher/src/services/validator_12.js,Tier_2,Node.js,Communications,average,756,20,20,14,5.92,0,13,31.9,59,19,2,0.407,33.2,0.181,65.09,0.136,0,0,83,14.4,17.0
TD-00493,search-indexer,search-indexer/src/main/scala/index/cache_adapter_15.scala,Tier_2,Scala,Search/Discovery,healthy_active,268,3,3,2,3.36,0,8,6.19,586,27,3,0.568,13.4,0.021,81.68,0.058,1,0,38,4.4,5.9
TD-00494,search-indexer,search-indexer/src/main/scala/index/manager_16.scala,Tier_2,Scala,Search/Discovery,legacy_hotspot,3395,69,104,62,42.82,0,39,59.93,1223,118,8,0.955,58.4,0.319,5.63,0.189,5,0,166,54.1,57.5
TD-00495,analytics-etl,analytics-etl/models/data/parser_17.py,Tier_3,Python,Data/BI,average,745,14,15,12,7.43,1,18,13.77,183,9,3,0.621,13.9,0.14,60.97,0.148,6,0,64,17.1,10.9
TD-00496,inventory-worker,inventory-worker/services/core/cache_adapter_14.py,Tier_2,Python,Supply Chain,legacy_hotspot,1585,53,87,48,40.43,0,31,61.5,1216,47,5,0.878,74.4,0.587,8.51,0.305,4,1,151,44.4,36.6
TD-00497,auth-service,auth-service/pkg/client/rule_engine_6.go,Tier_1,Go,Security/IAM,average,440,19,25,9,15.42,0,17,34.54,253,19,3,0.389,30.5,0.117,51.26,0.153,0,1,76,11.9,10.9
TD-00498,internal-admin-portal,internal-admin-portal/src/hooks/session_handler_4.tsx,Tier_3,TypeScript,Backoffice,healthy_active,933,5,5,1,2.09,0,11,1.16,296,30,6,0.364,11.3,0.033,78.47,0.021,0,0,17,0.6,2.3
TD-00499,auth-service,auth-service/pkg/storage/query_builder_10.go,Tier_1,Go,Security/IAM,average,762,19,21,11,12.07,0,20,10.51,104,12,3,0.594,15.5,0.205,58.49,0.106,1,0,118,14.2,9.4
TD-00500,inventory-worker,inventory-worker/utils/helpers/rule_engine_14.py,Tier_2,Python,Supply Chain,healthy_active,576,3,3,3,1.6,0,6,4.89,288,46,7,0.492,7.5,0.092,88.35,0.018,0,0,16,1.0,4.4
TD-00501,order-management,order-management/src/main/java/com/platform/util/session_handler_15.java,Tier_1,Java,Core Business,healthy_active,504,15,16,3,0.78,0,12,11.74,726,23,7,0.321,10.8,0.062,79.91,0.076,0,0,38,6.0,1.5
TD-00502,payment-gateway,payment-gateway/pkg/storage/rule_engine_14.go,Tier_1,Go,Fintech/Checkout,legacy_hotspot,2555,58,78,47,19.79,1,31,26.73,763,33,17,0.772,38.3,0.353,9.19,0.368,8,4,141,51.9,42.6
TD-00503,inventory-worker,inventory-worker/services/core/validator_13.py,Tier_2,Python,Supply Chain,average,1338,15,15,5,12.19,1,7,21.82,508,14,2,0.36,20.5,0.188,45.91,0.121,3,0,66,9.3,10.4
TD-00504,notification-dispatcher,notification-dispatcher/src/queues/exporter_6.js,Tier_2,Node.js,Communications,dormant_legacy,772,100,121,13,19.74,1,7,24.49,107,3,1,0.082,27.2,0.094,20.14,0.095,1,0,63,10.3,9.0
TD-00505,payment-gateway,payment-gateway/internal/service/state_machine_20.go,Tier_1,Go,Fintech/Checkout,average,853,14,14,12,14.29,0,18,34.66,440,7,3,0.483,24.9,0.152,45.26,0.04,0,0,51,20.5,19.0
TD-00506,analytics-etl,analytics-etl/services/core/manager_3.py,Tier_3,Python,Data/BI,average,858,18,19,15,14.22,0,8,12.39,82,17,4,0.361,24.3,0.14,71.72,0.092,2,0,57,19.6,7.3
TD-00507,user-profile-api,user-profile-api/models/data/session_handler_13.py,Tier_2,Python,User Management,average,1644,22,30,14,8.3,0,15,22.5,305,17,5,0.425,16.6,0.109,50.61,0.099,3,0,58,17.7,7.0
TD-00508,batch-reporting-service,batch-reporting-service/src/main/java/com/platform/service/rule_engine_5.java,Tier_3,Java,Reporting,average,1137,18,20,4,13.36,0,15,23.34,154,6,3,0.315,22.3,0.097,57.94,0.092,3,1,89,15.9,13.4
TD-00509,analytics-etl,analytics-etl/models/data/session_handler_15.py,Tier_3,Python,Data/BI,legacy_hotspot,3053,90,128,72,16.44,3,33,42.81,1138,58,9,0.909,59.2,0.265,20.74,0.372,10,3,139,26.9,69.1
TD-00510,auth-service,auth-service/internal/middleware/manager_17.go,Tier_1,Go,Security/IAM,legacy_hotspot,1618,96,169,75,21.29,2,37,49.29,1087,95,14,0.751,30.4,0.624,23.93,0.203,8,1,163,43.4,76.0
TD-00511,notification-dispatcher,notification-dispatcher/src/lib/session_handler_9.js,Tier_2,Node.js,Communications,average,638,21,23,14,4.49,0,17,27.0,233,19,5,0.339,26.6,0.142,46.74,0.105,0,1,87,9.9,10.0
